date,title,stock,sentiment
2019-02-20,Caution Advised After The S P 500 s Strong Rally,MSFT,1
2019-02-20,Hedge Fund s Buy Dip In Tech Stocks  Follow Them With ETFs ,MSFT,1
2019-02-20,Microsoft  MSFT  Extends AccountGuard Access Across Europe,MSFT,1
2019-02-20,GoDaddy  GDDY  Earnings   Revenues Beat Estimates In Q4,MSFT,1
2019-02-20,Investing In The Coming Data Revolution,MSFT,1
2019-02-19,Can IBM Shares Continue Their Roll ,MSFT,1
2019-02-19,Are Tech Giants In India Facing A New Reality ,MSFT,0
2019-02-19,Google to buy data migration company Alooma in cloud push,MSFT,0
2019-02-18,5 Stocks In Focus  Abbott Labs  Cummins  Costco  Microsoft And Worldpay,MSFT,1
2019-02-14,CyberArk  CYBR  Q4 Earnings   Revenues Top Estimates  Up Y Y,MSFT,1
2019-02-14,Cloud Computing ETF Space Gets Crowded ,MSFT,1
2019-02-14,Google  Amazon among those targeted in EU unfair practices digital rules,MSFT,0
2019-02-14,Huawei to build data centers in South Africa,MSFT,1
2019-02-13,Zacks Market Edge Highlights  Amazon  Alphabet  Microsoft  NVIDIA And Cloudera,MSFT,1
2019-02-13,Pope discusses ethics of artificial intelligence with Microsoft chief,MSFT,1
2019-02-13,Software pirates use Apple tech to put hacked apps on iPhones,MSFT,0
2019-02-13,Here s What To Expect From Walmart s  WMT  Q4 Earnings Results ,MSFT,0
2019-02-13,NetApp  NTAP  Q3 Earnings Beat  Shares Down On Soft Outlook,MSFT,1
2019-02-13,The Zacks Analyst Blog Highlights  Boeing  Microsoft  Amazon  Walmart And JPMorgan,MSFT,1
2019-02-13,Newer businesses drive Cisco s earnings beat  shares rise,MSFT,1
2019-02-12,How To Invest In The Internet Of Things In 2019,MSFT,1
2019-02-12,Chipotle s Spectacular Recovery Discovers Resistance,MSFT,1
2019-02-12,Follow Loeb s 13 F Disclosure With ETF   Stock Strategies,MSFT,1
2019-02-12,Will Omnichannel Play Key Role In Walmart  WMT  Q4 Earnings ,MSFT,1
2019-02-12,5 Stocks That Prove Size Does Matter In 2019,MSFT,1
2019-02-12,Venture capital firm uses AI to seek out start ups across Europe,MSFT,1
2019-02-12,Sabre  SABR  Q4 Earnings Top Estimates  Revenues Up Y Y,MSFT,1
2019-02-12,IBM says Watson AI services will now work on any cloud,MSFT,0
2019-02-11,China AI Is Burgeoning  Stocks To Watch ,MSFT,0
2019-02-11,What It s Like To Work Inside Apple s  Black Site ,MSFT,0
2019-02-11,Trump administration unveils order to prioritize and promote AI,MSFT,1
2019-02-11,Microsoft teases HoloLens 2 launch,MSFT,1
2019-02-11,What It s Like to Work Inside Apple s  Black Site ,MSFT,0
2019-02-11,The Zacks Analyst Blog Highlights  Amazon  Microsoft  Tencent Holdings  Alibaba And Baidu,MSFT,1
2019-02-08,EU countries agree on copyright reforms  deal in sight next week,MSFT,1
2019-02-08,NetApp  NTAP  To Report Q3 Earnings  What s In The Cards ,MSFT,1
2019-02-07,Amazon calls for transparent use of facial ID tech by law enforcement agencies,MSFT,1
2019-02-06,Investing Lessons Learned In An Abnormal Stock Market,MSFT,1
2019-02-06,3 Hidden Gem Tech Stocks Worth Considering Before They Report,MSFT,1
2019-02-06,TomTom sees licensing sales growth from Microsoft deal,MSFT,1
2019-02-06,U S  stocks lower at close of trade  Dow Jones Industrial Average down 0 08 ,MSFT,0
2019-02-06,Scoot over Microsoft  Apple again the most valuable U S  company,MSFT,1
2019-02-06,Zacks Market Edge Highlights  Boeing  Nvidia  Microsoft  Amazon And Facebook,MSFT,1
2019-02-05,Brexit Uncertainty  Time To Hedge Using Gold And Discounted Tech Stocks ,MSFT,1
2019-02-05,Canada  Blockchain Association Merges with Chamber of Digital Commerce,MSFT,1
2019-02-05,Indian opposition parties plan common economic blueprint to unseat Modi,MSFT,1
2019-02-05,Markets Continue To Advance With A Solid Rally ,MSFT,1
2019-02-04,U S  stocks higher at close of trade  Dow Jones Industrial Average up 0 70 ,MSFT,1
2019-02-04,Q4 Sales Growth Will Be Key Alphabet Metric To Watch During Monday s Report,MSFT,1
2019-02-04,Tech boosts S P  Nasdaq  healthcare weighs on Dow,MSFT,1
2019-02-04,Microcaps mostly among tech movers,MSFT,1
2019-02-04,BTIG  Take Two could benefit from videogame M A wave,MSFT,1
2019-02-04,Apple briefly regains title as most valuable U S  company,MSFT,0
2019-02-04,Slack makes confidential filing to go public,MSFT,1
2019-02-03,Will Google Parent Alphabet Top Or Flop In Q4  ,MSFT,1
2019-02-03,Proofpoint  PFPT  Q4 Earnings Surpass Estimates  Surge Y Y,MSFT,1
2019-02-03,Can Higher Revenues Drive Motorola s  MSI  Q4 Earnings ,MSFT,1
2019-02-01,Dirty money risks encroach on Estonia s digital utopia,MSFT,1
2019-02-01,NewsGuard s  real news  seal of approval helps spark change in fake news era,MSFT,0
2019-01-31,Women s empowerment  social causes take the field in NFL Super Bowl ads,MSFT,1
2019-01-31,U S   China take the lead in race for artificial intelligence  U N ,MSFT,1
2019-01-31,Software AG can spend 1 1 5 billion euros on acquisitions  CEO,MSFT,1
2019-01-31,Stocks   Facebook  GE  UPS Surge in Premarket  Tesla  Microsoft  Visa Slide,MSFT,1
2019-01-31,Stocks   Wall Street Mixed After Earnings  Data,MSFT,1
2019-01-31,Amazon Beats  Guidance  Prime Growth Raise Concerns ,MSFT,1
2019-01-31,Stocks   Dow Ends Flat  but Logs Big Monthly Gain,MSFT,0
2019-01-31,Amazon s Q4 Report Should Show Torrid Growth  Ongoing E Commerce Dominance,MSFT,0
2019-01-31,Stock Gains Ease As Dollar Steadies Following Fed s Dovish Move,MSFT,1
2019-01-30,Past Tints  S P 500,MSFT,0
2019-01-30,U S  stocks higher at close of trade  Dow Jones Industrial Average up 1 77 ,MSFT,1
2019-01-30,U S  Stocks Rally  Dollar Sinks After Fed Decision,MSFT,0
2019-01-30,Microsoft Rises 3 ,MSFT,1
2019-01-30,Top 5 Things to Know in The Market on Wednesday,MSFT,1
2019-01-30,Sony  Nintendo seen scoring strong third quarter earnings as console battle reaches next level,MSFT,1
2019-01-30,Stocks In Latin America Top Year To Date Rally For Global Equities,MSFT,1
2019-01-30,Another Cloud Computing ETF In The Making ,MSFT,1
2019-01-30,Day Ahead  Top 3 Things to Watch,MSFT,1
2019-01-30,Amazon Is A Solid Buy Ahead Of Q4 Earnings ,MSFT,1
2019-01-30,Amazon  AMZN  Q4 Earnings To Benefit From Cloud Dominance,MSFT,0
2019-01-30,Microsoft s Azure revenue growth slows  shares fall,MSFT,1
2019-01-30,Microsoft  MSFT  Q2 Earnings And Revenues Beat Estimates,MSFT,1
2019-01-30,The Zacks Analyst Blog Highlights  Check Point Software Technologies  Facebook  Microsoft  PayPal And CGI,MSFT,1
2019-01-30,Stocks on the Move After Hours  Facebook  Microsoft  Dolby  Twitter,MSFT,1
2019-01-30,Microsoft Falls as Q2 Revenue Raises Concerns,MSFT,1
2019-01-29,U S  stocks mixed at close of trade  Dow Jones Industrial Average up 0 21 ,MSFT,0
2019-01-29,Microsoft A Must Buy Ahead Of Q2 Earnings ,MSFT,1
2019-01-29,Email rival Slack says it has 10 million daily active users,MSFT,1
2019-01-29,The Zacks Analyst Blog Highlights  Microsoft  Amazon And Netflix,MSFT,1
2019-01-29,GameStop abandons efforts to sell company,MSFT,0
2019-01-29,Day Ahead  Top 3 Things to Watch,MSFT,1
2019-01-29,Wall Street wavers as tech gives ground and industrials rebound,MSFT,1
2019-01-29,Tech giants lead Nasdaq lower  industrials show strength,MSFT,0
2019-01-29,AMD Misses On Q4 Earnings   Revenues Estimates  Shares Down ,MSFT,0
2019-01-29,What s In The Offing For Alphabet  GOOGL  In Q4 Earnings ,MSFT,1
2019-01-28,Why Microsoft  MSFT  Could Beat Earnings Estimates Again,MSFT,0
2019-01-28,Tech Stocks  Earnings Lineup For Jan 30  CHKP  FB   More,MSFT,1
2019-01-28,Microsoft s Durable Big Tech Advantage Should Be Clear From Its Q2 Report,MSFT,1
2019-01-28,Bing outage in China was technical error  not censors  block  source,MSFT,0
2019-01-28,Caterpillar and Nvidia warnings send Wall Street tumbling,MSFT,1
2019-01-27,Will Liquidity Prevail In The Markets  ,MSFT,1
2019-01-27,Proofpoint  PFPT  To Report Q4 Earnings  What s In Store ,MSFT,1
2019-01-27,3 TIAA Mutual Funds For Alluring Returns,MSFT,1
2019-01-27,Azure   Office 365 To Aid Microsoft s  MSFT  Q2 Earnings,MSFT,1
2019-01-27,Attunity  ATTU  Gears Up For Q4 Earnings  What s In Store ,MSFT,1
2019-01-25,Take Five  Time for a break  World markets themes for the week ahead,MSFT,1
2019-01-24,Access to Microsoft s Bing restored for some users in China,MSFT,1
2019-01-24,Intel  INTC  Q4 Earnings Surpass Estimates  Revenues Miss,MSFT,0
2019-01-24,Forex   Dollar Pushes Higher But Gains Checked  Aussie Weaker,MSFT,1
2019-01-24,Microsoft says Bing search engine blocked in China,MSFT,1
2019-01-24,Avnet  AVT  Q2 Earnings   Revenues Meet Estimates  Up Y Y,MSFT,1
2019-01-24,Microsoft welcomes regulation on facial recognition technology  Nadella,MSFT,1
2019-01-24,Top 5 Things to Know in The Market on Thursday,MSFT,1
2019-01-24,Stocks   Texas Instruments  Apple  American Airlines Gain in Premarket,MSFT,1
2019-01-24,Ad exchange OpenX commits to  110 million Google Cloud deal,MSFT,1
2019-01-23,Buy Walmart  WMT  Stock For 2019 On Morgan Stanley Upgrade ,MSFT,0
2019-01-22,Cloud  services fuel IBM s profit beat  robust outlook  shares jump,MSFT,1
2019-01-22,IBM Q4 Earnings In Focus As Doubts About Its Turnaround Strategy Linger,MSFT,1
2019-01-22,The Zacks Analyst Blog Highlights  Salesforce com  Amazon com  Intel  NVIDIA And Microsoft,MSFT,1
2019-01-22,Microsoft  MSFT  Earnings Expected To Grow  What To Know Ahead Of Next Week s Release,MSFT,0
2019-01-22,Accessories lead videogame sales to 2  December gain,MSFT,1
2019-01-22,S P 500 Breaks Rising Wedge,MSFT,1
2019-01-22,Google  Facebook spend big on U S  lobbying amid policy battles,MSFT,1
2019-01-21,Software Stocks Earnings Roster For Jan 23  FFIV  PTC   More,MSFT,1
2019-01-21,In Versailles  Macron vows to reform to avoid king s fate,MSFT,1
2019-01-21, A List  climate change firms outperform on stock market  survey,MSFT,1
2019-01-21,In win for tech giants  EU copyright reforms stalled,MSFT,0
2019-01-21,Intel s  INTC  Q4 Earnings Poised On CCG  DCG   NSG Segments,MSFT,1
2019-01-21,PTC Q1 Earnings Likely To Benefit From CAD   IoT Bookings,MSFT,0
2019-01-21,3 Best Vanguard Funds To Celebrate The Life Of Jack Bogle,MSFT,1
2019-01-20,5 Fast Growing AI Stocks To Win Big In 2019,MSFT,1
2019-01-20,Avnet  AVT  To Report Q2 Earnings  What s In The Cards ,MSFT,0
2019-01-18,Factors Expected To Impact Citrix Systems   CTXS  Q4 Earnings,MSFT,0
2019-01-17,Invest in health for global security and growth  Gates urges donors,MSFT,1
2019-01-17,IBM Inks Deal With Vodafone  Expands Cloud Presence In Europe,MSFT,1
2019-01-17,The Zacks Analyst Blog Highlights  Veeva  Attunity  Microsoft  Cloudera And Facebook,MSFT,1
2019-01-17,In 5G play  Vodafone and IBM link up cloud systems for business,MSFT,0
2019-01-16,Goldman Sachs and Bank of America Have Strong Earnings Despite Shutdown,MSFT,1
2019-01-16,IBM To Aid Juniper To Enhance IT And Cloud Infrastructure,MSFT,0
2019-01-16,Allscripts Selected By Premier For Connected Health Platform,MSFT,1
2019-01-16,Amazon Arm Launches AWS Backup Service  Boosts Cloud Presence,MSFT,1
2019-01-16,Marriott hack Highlights Demand for Cybersecurity Investing,MSFT,1
2019-01-15,Lululemon  Macy s  Meet  Ribbon And AudioEye Highlighted As Zacks Bull And Bear Of The Day,MSFT,1
2019-01-15,Microsoft Secures  1 76B Contract From Defense Department  revised ,MSFT,1
2019-01-15,AWS acquires cloud optimization startup,MSFT,1
2019-01-15,Walgreens and Microsoft partner to develop digital healthcare services,MSFT,0
2019-01-15,Capture The ESports Craze With This ETF,MSFT,1
2019-01-15,Crypto News  Moment Of Truth,MSFT,1
2019-01-15,U S  stocks higher at close of trade  Dow Jones Industrial Average up 0 65 ,MSFT,1
2019-01-15,Living the tech dream  thanks to a novel apprenticeship program,MSFT,1
2019-01-14,Microsoft  MSFT  Dips More Than Broader Markets  What You Should Know,MSFT,1
2019-01-14,PPI Joins Q4 Reports For JPM  WFC   More  Big Day For Data,MSFT,1
2019-01-14,Morgan Stanley  Videogame makers winners if Amazon does cloud gaming,MSFT,1
2019-01-13,Microsoft Secures  1 76B Contract From Defense Department,MSFT,1
2019-01-11,Stocks   Dow Snaps 5 Day Winning Streak as Energy Slides,MSFT,1
2019-01-11,Slack  seriously  considering direct market listing  source,MSFT,0
2019-01-11,Microsoft wins  1 76 billion defense contract  Pentagon,MSFT,1
2019-01-10,Delivery on the menu at Del Taco,MSFT,1
2019-01-10,Is Amazon s Growth Engine Still Strong  Watch These 2 Metrics,MSFT,1
2019-01-10,U S  stocks higher at close of trade  Dow Jones Industrial Average up 0 51 ,MSFT,1
2019-01-10,Hedge fund Tiger Global ended 2018 with a 13 6 percent gain,MSFT,0
2019-01-09,Microsoft Teams gets shift worker features,MSFT,1
2019-01-09,Oracle downgraded on limited growth,MSFT,0
2019-01-09,Tokenbox ICO Project Analysis,MSFT,1
2019-01-09,U S  stocks higher at close of trade  Dow Jones Industrial Average up 0 39 ,MSFT,1
2019-01-09,Hill Rom Microsoft Tie Up To Widen Digital Solutions Suite ,MSFT,1
2019-01-09,Amazon Launches Document Database Service  Expands Portfolio,MSFT,0
2019-01-09,Microsoft Azure Cloud   AI Capabilities To Aid LG ADAS Tech,MSFT,0
2019-01-09,Amazon CEO Jeff Bezos and wife MacKenzie to divorce,MSFT,0
2019-01-08,Kroger  Microsoft Partner For Connected Store Pilot Program ,MSFT,0
2019-01-08,Report  Amazon s free sample ad strategy,MSFT,1
2019-01-08,Amazon Plans To Buy CloudEndure To Offer Data Backup Services,MSFT,0
2019-01-08,Allscripts  MDRX  Collaborates With Microsoft  Shares Up,MSFT,1
2019-01-08,Stocks   Wall Street Jumps as U S  China Trade Talks Could Continue,MSFT,1
2019-01-08,Stocks   Amazon  Nvidia  Tesla  Disney Gain in Premarket  PG E Slumps,MSFT,1
2019-01-07,Wall Street extends rally to second day on trade optimism,MSFT,1
2019-01-07,Why Holochain s Price Is Jumping ,MSFT,0
2019-01-04,4 Reasons Why Walmart  WMT  Appears To Be A Solid Pick Now,MSFT,0
2019-01-04,Microsoft Rises 3 ,MSFT,1
2019-01-03,Microsoft Falls 3 ,MSFT,1
2019-01-03,Is A Landmark 2019 On The Horizon For Ethereum ,MSFT,1
2019-01-03,WANdisco  First Multi Cloud Deal  Significant Future Potential,MSFT,1
2019-01-02,Microsoft gets green light from Qatar for global data center  QNA,MSFT,1
2019-01-02,Bill Gates  nuclear venture hits snag amid U S  restrictions on China deals  WSJ,MSFT,0
2019-01-02,Stocks   Alphabet  Microsoft  Netflix Fall in Premarket  Prana Soars,MSFT,1
2019-01-02,Microsoft  MSFT  Debuts Surface Go In India Via Flipkart,MSFT,1
2019-01-02,Stocks   U S  Futures Point to Bearish 2019 Start,MSFT,1
2019-01-02,Apple s warning a bad omen for Wall Street bulls,MSFT,0
2019-01-01,Scorecard for the markets in 2018,MSFT,1
2019-01-01,Why Should You Retain Cadence  CDNS  Stock In Your Portfolio ,MSFT,1
2019-01-01,The Zacks Analyst Blog Highlights  Alphabet  Boeing  Salesforce  United Technologies And Charter Communications,MSFT,1
2018-12-31, 182 Million  ICE Exchange s Bitcoin Startup Bakkt Announces Massive Fundraise,MSFT,1
2018-12-30,2019 Concerns  Investor Pessimism  The Potential For P E Expansion,MSFT,1
2018-12-28,Why Is VMware  VMW  Down 1 9  Since Last Earnings Report ,MSFT,0
2018-12-27,Microsoft Falls 3 ,MSFT,1
2018-12-27,Wall Street roars back late to keep rally going,MSFT,0
2018-12-27,F5 Networks Rides On Cloud   Security  Competition Rife,MSFT,1
2018-12-27,FactSet Benefits From Organic Growth  Debt Woe Persists,MSFT,0
2018-12-26,Markets Overdue For A Bounce ,MSFT,1
2018-12-26,Microsoft Rises 3 ,MSFT,1
2018-12-24,Microsoft Falls 3 ,MSFT,1
2018-12-21,Microsoft Falls 3 ,MSFT,1
2018-12-21,Tokenbox ICO Project Analysis,MSFT,1
2018-12-21,As FAANG stocks falter  fund managers make bets on survivors,MSFT,1
2018-12-20,2 Solid Income Stocks  Hit By The Downturn  Perfect For Value Investors,MSFT,1
2018-12-20,Microsoft Falls 3 ,MSFT,1
2018-12-20,Apple changes how it reports U S  national security requests,MSFT,1
2018-12-20,Microsoft issues emergency IE patch,MSFT,0
2018-12-20,Microsoft Falls 3 ,MSFT,1
2018-12-20,Retailer Casino switches on data centers in new revenue search,MSFT,1
2018-12-19,Why Did Facebook  FB  Stock Tumble Again ,MSFT,0
2018-12-19,Which Semiconductor Stock Could Be The AMD Of 2019 ,MSFT,0
2018-12-19,Mellanox  4  on report of Microsoft acquisition interest,MSFT,1
2018-12-19,Volkswagen buys Volvo s connected car unit for  122 million,MSFT,1
2018-12-17,Oracle sees strong third quarter on cloud strength  share rise,MSFT,1
2018-12-17,Amazon is dipping its toes into a  300 billion healthcare technology market  and it has analysts wondering if the retail giant has a shot at disrupting it,MSFT,0
2018-12-17,Microsoft Falls 3 ,MSFT,1
2018-12-16,Has Microsoft  MSFT  Outpaced Other Computer And Technology Stocks This Year ,MSFT,0
2018-12-14,The Zacks Analyst Blog Highlights  Alteryx   Coupa Software  Etsy And Twilio,MSFT,1
2018-12-14,Microsoft Falls 3 ,MSFT,1
2018-12-14,Germany s Altmaier sees no disorderly Brexit  hopeful on U S  trade ties,MSFT,1
2018-12-13,BlackRock and Microsoft collab on retirement platform,MSFT,1
2018-12-13,Virgin Galactic completes crewed space test  more flights soon,MSFT,1
2018-12-13,Red Hat  RHT  Set To Report Q3 Earnings  What s In Store ,MSFT,1
2018-12-13,WANdisco   3m Cloud Contract ,MSFT,0
2018-12-13,The Bull Case For Stocks Is Compelling,MSFT,1
2018-12-12,Stocks   U S  Futures Surge on Positive Trade Talks,MSFT,1
2018-12-12,4 Technology Stocks That Gained More Than 100  In 2018,MSFT,0
2018-12-12,Stocks   Wall Street Rises on Trade Optimism,MSFT,1
2018-12-12,5 Dow Stocks Defying The Index s YTD Plunge,MSFT,0
2018-12-12,What Will You Miss Out On By Overlooking Mellanox Stock ,MSFT,0
2018-12-11,Microsoft Rises 3 ,MSFT,1
2018-12-11,Twitter Jumps a Technical Level Midday  Apple Slips to 3rd in Market Cap,MSFT,1
2018-12-11,Opening Bell  U S  Stocks Roar Back  Futures Jump  Sterling Rebounds,MSFT,1
2018-12-10,Seagate   Tape Ark Tie Up To Shift Tape Bound Data To Cloud,MSFT,0
2018-12-10,Almost half of S P 500 stocks in a bear market,MSFT,1
2018-12-10,Report  Zuckerberg turns to Microsoft s Smith for advice,MSFT,0
2018-12-10,Deep losses leave Big Tech with small earnings multiples,MSFT,0
2018-12-07,Exclusive  Chat service firm Slack taps Goldman Sachs to lead IPO   sources,MSFT,1
2018-12-07,Sturdy Comps A Key Driver For Walmart  Margin Woes Linger,MSFT,0
2018-12-07,What s In Store For Pivotal Software  PVTL  Q3 Earnings ,MSFT,1
2018-12-07,White House huddles with tech executives on future of jobs,MSFT,1
2018-12-07,Microsoft Falls 3 ,MSFT,1
2018-12-06,Microsoft Falls 3 ,MSFT,1
2018-12-06,Ecolab To Boost Food Safety Standards With Holchem Buyout,MSFT,1
2018-12-06,Microsoft adopts ethical principles aiming to bar misuse of face recognition technology,MSFT,1
2018-12-05,DXC  DXC  Down 1 9  Since Last Earnings Report  Can It Rebound ,MSFT,0
2018-12-04,Microsoft Falls 3 ,MSFT,1
2018-12-04,HPE quarterly results top estimates on higher server demand,MSFT,1
2018-12-04,Amazon Picked By National Australia Bank  AWS Base To Expand  Revised ,MSFT,1
2018-12-04,Tokenbox ICO Project Analysis,MSFT,1
2018-12-04,Stocks   Cronos  RH Soar in Premarket  Dollar General  Toll Brothers Slide,MSFT,1
2018-12-03,Top Stock Picks For The Week Of December 3rd,MSFT,1
2018-12-03,Amazon briefly edges out Apple for most valuable company,MSFT,0
2018-12-03,Grab invests  100 million in Indian hotel startup OYO  source,MSFT,1
2018-12-03,Ecolab To Buy Bioquell For Healthcare   Life Sciences  Growth,MSFT,0
2018-12-03,Microsoft  MSFT  Gains But Lags Market  What You Should Know,MSFT,1
2018-12-02,What s In Store For Verint Systems  VRNT  In Q3 Earnings ,MSFT,1
2018-12-02,Amazon Picked By National Australia Bank  AWS Base To Expand,MSFT,1
2018-12-02,Week Ahead  Upbeat Fundamentals  Bearish Technicals  Where Now For Equities ,MSFT,1
2018-11-30,Microsoft overtakes Apple as most valuable U S  company,MSFT,1
2018-11-30,ValuEngine Weekly  Basic Materials Stocks  Microsoft  Valuations And More,MSFT,1
2018-11-30,Videogame sales rise 24  in Q3 summary look,MSFT,1
2018-11-30,Microsoft s market value overtakes Apple s to close out week,MSFT,0
2018-11-29,U S  Army could become major HoloLens customer,MSFT,0
2018-11-29,The Zacks Analyst Blog Highlights  Merck  Mastercard  Salesforce  Diageo And State Street,MSFT,1
2018-11-29,White House to hold roundtable with tech executives on innovation,MSFT,1
2018-11-29,Grab  Go Jek wage street fight for SE Asia  super app  supremacy,MSFT,1
2018-11-29,Dell posts revenue jump ahead of voting on VMware offer,MSFT,1
2018-11-29,GameStop cuts full year profit forecast  shares fall 11 pct,MSFT,0
2018-11-29,Grab  Go Jek wage street fight for SE Asia  super app  supremacy,MSFT,1
2018-11-29,WSJ  White House plans tech exec roundtable,MSFT,1
2018-11-28,Cloud storage firm Box reports smaller than expected loss  shares rise,MSFT,0
2018-11-28,Microsoft Rises 3 ,MSFT,1
2018-11-28,Microsoft declares  0 46 dividend,MSFT,1
2018-11-28,Microsoft wins  479 2 million contract from U S  Army,MSFT,1
2018-11-28,Microsoft Tops Apple Again as Most Valuable U S  Company,MSFT,1
2018-11-28,Microsoft s stock market value pulls ahead of Apple s,MSFT,1
2018-11-28,Zacks Market Edge Highlights  Nvidia  Facebook  Microsoft  Planet Fitness And Etsy,MSFT,1
2018-11-28,Telecom Stock Roundup  Nokia OPPO Deal  Harris  Largest Telescopic Mirror   More,MSFT,1
2018-11-28,Microsoft  MSFT  Secures Contract Worth  480M From U S  Army,MSFT,1
2018-11-28,Dow Records Highest Single Day Gain In 8 Months  5 Picks ,MSFT,1
2018-11-27,FBN drops Proofpoint target on billings deceleration,MSFT,0
2018-11-27,Lessons From Growth Stock Manias,MSFT,1
2018-11-27,Salesforce beats estimates on cloud demand  shares rise,MSFT,1
2018-11-27,FTC head promises look at videogame  loot boxes ,MSFT,1
2018-11-27,Windstream expanding Cloud Connect to serve growing Southwest,MSFT,0
2018-11-27,Fearful of bias  Google blocks gender based pronouns from new AI tool,MSFT,0
2018-11-27,Opening Bell  Trump s Trade Threats End Stock Rally  Yields Eye Breakout,MSFT,0
2018-11-27,Why Is Blackbaud  BLKB  Down 3 2  Since Last Earnings Report ,MSFT,0
2018-11-26,Here s What To Expect From Salesforce  CRM  Q3 Earnings,MSFT,1
2018-11-26,Microsoft Has Caught Up to Apple in Market Value,MSFT,1
2018-11-26,WPP combines famous JWT ad agency with digital arm Wunderman,MSFT,1
2018-11-26,Microsoft Rises 3 ,MSFT,1
2018-11-26,U S  stocks higher at close of trade  Dow Jones Industrial Average up 1 46 ,MSFT,1
2018-11-26,Microsoft s stock market value catches up with Apple,MSFT,1
2018-11-26,Top Fund Buys Tencent and China Stocks  Sells U S  Tech Giants,MSFT,0
2018-11-25,Logitech ends negotiations to acquire Plantronics,MSFT,0
2018-11-25,Here s Why You Should Retain Citrix  CTXS  In Your Portfolio,MSFT,1
2018-11-23,Exclusive  Logitech in talks to acquire headphone maker Plantronics   sources,MSFT,1
2018-11-22, Microsoft Outperforms IBM to Rank as Top BaaS Platform Provider  ABI Research ,MSFT,1
2018-11-21,Salesforce  CRM  To Post Q3 Earnings  What s In The Cards ,MSFT,1
2018-11-21,U S  stocks mixed at close of trade  Dow Jones Industrial Average down 0 00 ,MSFT,0
2018-11-21,Internet Of Things Inc  Is A Good Buy For Diverse Portfolios,MSFT,1
2018-11-21,Crypto Mixed as NYSE Owner Delays Bakkt Futures Launch,MSFT,0
2018-11-21,Microsoft s LinkedIn Student Voices Feature Mirrors Stories,MSFT,1
2018-11-20,Google invests  700 million in Danish data center  secures green energy,MSFT,1
2018-11-20,Microsoft Falls 3 ,MSFT,1
2018-11-20,Key October releases pace videogame sales to record,MSFT,1
2018-11-20,Why Is Cadence  CDNS  Down 8 9  Since Last Earnings Report ,MSFT,0
2018-11-19,Microsoft Buys FSLogix  Ups Ante In Desktop Virtualization,MSFT,1
2018-11-19,Microsoft Falls 3 ,MSFT,1
2018-11-19, Microsoft Releases Blockchain Development Kit on Azure ,MSFT,1
2018-11-18,NVIDIA  NVDA  Shares Decline To Touch A New 52 Week Low,MSFT,0
2018-11-18,NetApp  NTAP  Looks Promising On Upbeat Q2  Should You Buy ,MSFT,1
2018-11-18,Microsoft To Buy XOXCO  Expand Conversational AI Portfolio,MSFT,1
2018-11-16,Google Cloud names Thomas Kurian to replace CEO Diane Greene,MSFT,1
2018-11-15,Can Facebook Threaten LinkedIn s Dominance With New Features ,MSFT,1
2018-11-14,Here s What To Expect From Cisco s  CSCO  Quarterly Earnings,MSFT,0
2018-11-14,Factors Setting The Tone For Keysight  KEYS  In Q4 Earnings,MSFT,1
2018-11-14,Should You Invest In The Invesco Dynamic Software ETF  PSJ  ,MSFT,1
2018-11-14,Cisco beats as network gear demand rises  new bets pay off,MSFT,1
2018-11-14,NetApp  NTAP  Earnings   Revenues Surpass Estimates In Q2,MSFT,1
2018-11-13,Israel renews licensing agreement with Microsoft,MSFT,1
2018-11-13,Cloud security firm Netskope raises  169 million   valuation tops  1 billion,MSFT,1
2018-11-13,Amazon picks New York City  Washington D C  area for new offices,MSFT,1
2018-11-13,Stocks   U S  Futures Point to Rebound on Earnings  Easing Trade Concerns,MSFT,1
2018-11-13,Is The Options Market Predicting A Spike In Microsoft  MSFT  Stock  ,MSFT,1
2018-11-13,The Zacks Analyst Blog Highlights  Microsoft  Berkshire Hathaway  Intel And Boeing,MSFT,1
2018-11-13,Amazon s 2nd GovCloud Region To Boost Government Clientele,MSFT,1
2018-11-13,SAP s  8 Billion Bet On The CRM Market,MSFT,1
2018-11-13,Microsoft  MSFT  Gains As Market Dips  What You Should Know,MSFT,1
2018-11-13,Accenture  ACN  Opens Innovation Hub  Aims To Add 300 Jobs,MSFT,1
2018-11-13,Is Microsoft  MSFT  Stock Outpacing Its Computer And Technology Peers This Year ,MSFT,0
2018-11-12,Microsoft Falls 3 ,MSFT,1
2018-11-12,SAP snatches sentiment tracker Qualtrics from verge of IPO for  8 billion,MSFT,1
2018-11-12,Here s How M As Are Giving Cloud Services A Boost ,MSFT,1
2018-11-12,Blue Chips Wrapping Up A Solid Q3  4 Top Picks,MSFT,1
2018-11-12,Can Strong Demand For GPUs Aid NVIDIA s  NVDA  Q3 Earnings ,MSFT,1
2018-11-12,Macron and tech giants launch  Paris call  to fix internet ills,MSFT,0
2018-11-09,Microsoft pays  1 3B in cash related to GitHub,MSFT,1
2018-11-09,Factors Setting The Tone For NetApp  NTAP  In Q2 Earnings,MSFT,1
2018-11-09,Microsoft made  1 3 billion in cash payments in GitHub deal,MSFT,1
2018-11-08,Bill Gates  on China trip  lauds free trade   and futuristic toilets,MSFT,1
2018-11-08,Should You Buy Walmart  WMT  Stock Ahead Of Q3 Earnings ,MSFT,1
